,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionHour,TimeSinceLastTransaction,TransactionAmountRelativeToBalance,IsNewDevice,FailedLoginFlag,MahalanobisDistance,Cluster
376,TX000377,AC00131,208.07,2023-07-10 16:51:12,Debit,Oklahoma City,D000084,157.164.245.130,M100,Online,32,Doctor,36,1,8478.9,2024-11-04 08:11:43,16,-41700031.0,0.024539739795799292,True,False,2.5828078018171814,1
392,TX000393,AC00131,222.39,2023-08-23 16:32:59,Debit,Virginia Beach,D000008,180.224.54.115,M088,Online,49,Engineer,73,1,3117.39,2024-11-04 08:10:52,16,-37899473.0,0.07133852334376345,True,False,2.2018672661360816,1
643,TX000644,AC00131,235.4,2023-09-26 17:02:25,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,2024-11-04 08:10:13,17,-34960068.0,0.28764846415210343,True,False,3.3772258115859497,1
2198,TX002199,AC00131,332.15,2023-10-16 17:12:32,Debit,Dallas,D000421,37.213.85.222,M030,ATM,59,Doctor,105,1,9749.46,2024-11-04 08:07:16,17,-33231284.0,0.03406855350545717,True,False,1.5662895861079889,1
1570,TX001571,AC00131,50.99,2023-10-31 16:45:07,Debit,Detroit,D000217,147.119.62.178,M003,Branch,29,Doctor,76,1,1334.6,2024-11-04 08:10:00,16,-31937093.0,0.03820620381982464,True,False,2.035764962566783,1
2191,TX002192,AC00131,879.25,2023-11-07 17:44:12,Credit,Memphis,D000073,190.164.160.79,M086,Online,24,Student,137,1,125.85,2024-11-04 08:08:02,17,-31328630.0,6.98649130023907,True,False,2.543982730984315,1
1464,TX001465,AC00132,130.93,2023-02-08 16:52:09,Credit,Houston,D000417,193.221.15.59,M061,Branch,28,Engineer,149,1,860.12,2024-11-04 08:11:18,16,-54832749.0,0.15222294386570545,True,False,1.7478905929063895,1
1588,TX001589,AC00132,23.24,2023-04-13 16:41:41,Debit,Indianapolis,D000569,184.185.209.72,M054,Branch,68,Doctor,129,1,13777.79,2024-11-04 08:10:55,16,-49303754.0,0.001686772695993499,True,False,4.161587716060121,0
188,TX000189,AC00132,10.94,2023-10-23 17:24:07,Credit,Philadelphia,D000503,10.191.172.154,M083,ATM,60,Engineer,245,1,1241.99,2024-11-04 08:11:53,17,-32626066.0,0.008808444441513665,True,False,3.3268050412422574,1
2358,TX002359,AC00132,220.82,2023-12-29 16:30:53,Debit,Louisville,D000297,37.143.57.20,M089,Branch,42,Engineer,31,1,4298.13,2024-11-04 08:08:24,16,-26840251.0,0.051375830765063336,True,False,3.6885514067715084,1
664,TX000665,AC00133,245.67,2023-01-02 18:35:07,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,2024-11-04 08:07:45,18,-58023158.0,0.3265802548809537,True,False,2.524793556467461,1
1402,TX001403,AC00133,447.95,2023-01-11 17:27:56,Debit,Tucson,D000442,19.20.13.234,M002,Branch,29,Engineer,75,1,7544.4,2024-11-04 08:09:20,17,-57249684.0,0.059375165607105714,True,False,2.4379385001734253,1
885,TX000886,AC00133,11.46,2023-02-13 16:53:17,Credit,San Francisco,D000315,13.188.62.74,M092,Online,41,Engineer,128,1,2356.71,2024-11-04 08:09:16,16,-54400559.0,0.004862711131778152,True,False,2.2058961977446323,1
2202,TX002203,AC00133,240.03,2023-02-27 17:25:09,Debit,Atlanta,D000575,211.45.75.44,M079,Online,33,Engineer,31,1,7807.73,2024-11-04 08:09:41,17,-53189072.0,0.03074261016871407,True,False,5.650148850504709,0
1677,TX001678,AC00133,88.06,2023-10-27 17:53:06,Credit,Raleigh,D000515,35.220.238.127,M016,Online,18,Student,288,1,1779.85,2024-11-04 08:09:03,17,-32278557.0,0.04947607916691812,True,False,2.104306840283885,1
894,TX000895,AC00133,110.08,2023-11-20 17:15:13,Debit,Detroit,D000560,207.157.126.125,M059,Branch,19,Student,95,1,1447.26,2024-11-04 08:08:19,17,-30207186.0,0.07606096985986643,True,False,5.353435116361819,0
280,TX000281,AC00133,255.04,2023-11-23 16:15:59,Debit,Seattle,D000206,98.39.212.221,M084,ATM,45,Engineer,152,1,6217.86,2024-11-04 08:11:38,16,-29951739.0,0.04101732743899456,True,False,2.1697943593608997,1
1856,TX001857,AC00134,49.59,2023-08-25 16:45:20,Debit,Boston,D000679,18.92.67.57,M089,Branch,48,Engineer,147,1,6037.03,2024-11-04 08:09:56,16,-37725876.0,0.008214304039876722,True,False,1.9287002489995841,1
8,TX000009,AC00135,106.23,2023-03-21 16:59:46,Credit,Detroit,D000690,24.148.92.177,M035,Branch,51,Engineer,86,1,9095.14,2024-11-04 08:11:14,16,-51289888.0,0.01167986417836354,True,False,2.3032777056039975,1
387,TX000388,AC00135,39.66,2023-05-18 16:16:53,Debit,Virginia Beach,D000680,200.136.146.93,M045,Branch,52,Engineer,169,1,8497.34,2024-11-04 08:07:20,16,-46281027.0,0.004667342951244338,True,False,2.376955776844005,1
1361,TX001362,AC00136,61.98,2023-01-03 18:18:14,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,2024-11-04 08:08:55,18,-57937841.0,0.011891149339845232,True,False,2.9658865603737605,1
1841,TX001842,AC00136,684.96,2023-01-09 16:19:47,Debit,Mesa,D000445,165.114.224.47,M070,ATM,21,Student,31,1,526.67,2024-11-04 08:07:05,16,-57426438.0,1.3005487060104297,True,False,1.9490658084905692,1
678,TX000679,AC00136,642.68,2023-02-17 16:57:11,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,2024-11-04 08:08:38,16,-54054687.0,0.0759537951181548,True,False,2.1782776195652898,1
409,TX000410,AC00136,739.28,2023-06-19 16:46:11,Credit,Tucson,D000576,20.147.6.179,M026,Branch,58,Doctor,47,1,11905.64,2024-11-04 08:11:13,16,-43514702.0,0.06209493982507876,True,False,2.894363191920216,1
1311,TX001312,AC00136,78.62,2023-07-31 16:46:29,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32,Doctor,52,1,1360.85,2024-11-04 08:08:12,16,-39885703.0,0.05777271515763887,True,False,2.084372355653731,1
1261,TX001262,AC00136,886.19,2023-08-21 17:32:04,Debit,Colorado Springs,D000614,116.106.207.139,M081,Branch,61,Retired,69,1,7904.24,2024-11-04 08:08:29,17,-38068585.0,0.11211577569492352,True,False,2.32541118997217,1
918,TX000919,AC00136,132.33,2023-11-10 16:32:24,Credit,Phoenix,D000437,88.55.149.101,M004,ATM,35,Engineer,47,1,7457.94,2024-11-04 08:08:40,16,-31073776.0,0.017743505555497224,True,False,1.894627638408724,1
1415,TX001416,AC00136,654.49,2023-11-20 16:31:36,Credit,Austin,D000380,167.104.180.235,M060,Online,25,Student,104,1,164.61,2024-11-04 08:08:39,16,-30209823.0,3.976003646436811,True,False,2.0201988525728938,1
1823,TX001824,AC00137,31.39,2023-01-09 17:09:31,Debit,Tucson,D000214,186.57.149.225,M068,ATM,20,Student,15,1,998.49,2024-11-04 08:06:27,17,-57423416.0,0.03143747026572655,True,False,2.423134271859345,1
2280,TX002281,AC00137,333.67,2023-07-06 18:09:06,Debit,Fort Worth,D000288,129.108.48.116,M037,Online,36,Engineer,68,1,9238.08,2024-11-04 08:08:44,18,-42040778.0,0.036118977064369465,True,False,3.0824504568433597,1
705,TX000706,AC00137,12.11,2023-12-12 16:17:27,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28,2024-11-04 08:07:10,16,-28309783.0,0.0069988671949114175,True,False,2.8642025098687136,1
2295,TX002296,AC00138,61.4,2023-01-30 16:45:11,Debit,San Jose,D000599,63.191.171.41,M073,Branch,41,Engineer,20,2,7892.87,2024-11-04 08:08:27,16,-55610596.0,0.00777917283855027,True,True,2.080848847414757,1
1289,TX001290,AC00138,355.0,2023-08-29 16:50:17,Credit,Fort Worth,D000052,115.241.186.164,M053,Online,26,Student,33,1,185.47,2024-11-04 08:10:34,16,-37380017.0,1.9140560783924043,True,False,3.7520247546491747,0
2161,TX002162,AC00139,10.15,2023-02-23 16:51:34,Debit,Austin,D000531,55.139.104.163,M004,ATM,59,Doctor,58,5,7155.04,2024-11-04 08:11:00,16,-53536766.0,0.0014185804671691838,True,True,3.1036412882261426,1
650,TX000651,AC00139,119.61,2023-03-14 16:21:01,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,2024-11-04 08:07:28,16,-51896787.0,0.012081891393198452,True,False,2.216315042766868,1
1084,TX001085,AC00139,102.34,2023-05-18 16:19:38,Debit,San Antonio,D000376,116.43.88.219,M076,Online,51,Doctor,78,1,9326.28,2024-11-04 08:09:36,16,-46280998.0,0.010973292662269101,True,False,2.454938912648982,1
2013,TX002014,AC00139,510.7,2023-06-07 16:35:27,Credit,Nashville,D000167,156.96.135.18,M040,Online,27,Student,294,1,5828.48,2024-11-04 08:07:57,16,-44551950.0,0.08762147234335287,True,False,1.339701765640063,1
1521,TX001522,AC00139,263.92,2023-07-26 17:56:54,Credit,San Diego,D000568,32.240.176.64,M074,Branch,57,Retired,233,1,4161.71,2024-11-04 08:10:43,17,-40313629.0,0.06341623980667505,True,False,2.441878332636964,1
1574,TX001575,AC00139,18.35,2023-09-18 16:40:59,Debit,Nashville,D000685,83.80.89.29,M035,Branch,21,Student,78,1,1293.39,2024-11-04 08:10:06,16,-35652547.0,0.014187522601941236,True,False,3.456582133537018,1
2172,TX002173,AC00139,345.86,2023-11-20 16:41:44,Debit,Omaha,D000448,96.162.11.85,M069,ATM,51,Retired,145,1,1504.64,2024-11-04 08:09:26,16,-30209262.0,0.22986229111373957,True,False,1.7722398931972465,1
645,TX000646,AC00139,50.83,2023-12-18 16:06:14,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,2024-11-04 08:10:06,16,-27792232.0,0.005320607693034947,True,False,3.419410902299135,1
2447,TX002448,AC00140,163.22,2023-04-06 18:06:12,Debit,Miami,D000193,186.54.68.246,M029,Online,26,Student,217,1,1788.27,2024-11-04 08:07:56,18,-49903304.0,0.0912725701864228,True,False,2.2345880698047584,1
2104,TX002105,AC00140,2.51,2023-04-17 16:04:21,Debit,Baltimore,D000539,46.150.175.171,M099,Online,63,Retired,32,1,4891.56,2024-11-04 08:11:22,16,-48960421.0,0.0005131287349779441,True,False,2.3167942036132487,1
84,TX000085,AC00140,154.71,2023-07-03 16:40:24,Debit,San Diego,D000494,167.104.180.235,M030,Online,34,Doctor,157,1,1523.72,2024-11-04 08:09:42,16,-42305358.0,0.10153440197979681,True,False,3.0972866525129628,1
1587,TX001588,AC00140,241.45,2023-07-24 16:02:33,Debit,Portland,D000435,133.63.96.21,M026,Online,26,Student,158,1,1594.04,2024-11-04 08:08:42,16,-40493169.0,0.15147047657856466,True,False,2.7213384432767893,1
2219,TX002220,AC00140,152.42,2023-10-23 16:45:37,Debit,San Jose,D000164,38.166.40.246,M057,ATM,42,Doctor,176,1,9141.79,2024-11-04 08:12:18,16,-32628401.0,0.01667288351988737,True,False,3.0128545534952993,1
331,TX000332,AC00140,126.81,2023-10-30 16:58:01,Debit,Philadelphia,D000693,57.232.212.116,M036,Branch,26,Engineer,290,1,5427.98,2024-11-04 08:12:22,16,-32022861.0,0.023362282058220038,True,False,2.7991902301721474,1
2294,TX002295,AC00140,211.7,2023-11-13 16:58:19,Credit,Chicago,D000157,59.127.135.25,M064,Online,50,Doctor,205,1,12272.78,2024-11-04 08:07:08,16,-30812929.0,0.017249555506373,True,False,2.559704281014705,1
1758,TX001759,AC00141,148.26,2023-05-08 17:33:08,Debit,Omaha,D000389,4.105.134.118,M021,ATM,25,Student,57,1,958.7,2024-11-04 08:12:13,17,-47140745.0,0.15464691608796372,True,False,2.058829210316845,1
773,TX000774,AC00141,61.97,2023-05-22 18:45:23,Debit,Phoenix,D000487,10.223.224.50,M056,ATM,74,Retired,95,1,7014.69,2024-11-04 08:10:47,18,-45926724.0,0.008834317683555058,True,False,1.6399040393930218,1
1397,TX001398,AC00141,780.59,2023-06-28 17:58:48,Credit,Tucson,D000451,191.25.177.160,M058,Online,23,Student,145,1,6513.34,2024-11-04 08:07:01,17,-42732493.0,0.11984481061967468,True,False,1.7293832556003177,1
1627,TX001628,AC00141,398.7,2023-08-28 16:02:11,Debit,Albuquerque,D000426,198.39.35.23,M006,ATM,47,Doctor,276,1,7987.74,2024-11-04 08:09:04,16,-37469213.0,0.049913993132082425,True,False,3.4803424243979,0
335,TX000336,AC00141,66.65,2023-10-17 16:58:59,Debit,Detroit,D000398,120.170.93.69,M100,ATM,37,Engineer,33,1,3559.96,2024-11-04 08:11:00,16,-33145921.0,0.01872212042067293,True,False,3.430424278125859,1
1748,TX001749,AC00142,504.12,2023-04-14 17:35:50,Credit,Baltimore,D000248,104.80.232.55,M008,Branch,25,Student,101,1,1107.28,2024-11-04 08:10:41,17,-49214091.0,0.4552777937352992,True,False,4.558800511486063,1
1494,TX001495,AC00142,25.58,2023-11-16 16:33:22,Debit,Omaha,D000083,194.29.57.163,M048,ATM,60,Engineer,166,1,6741.41,2024-11-04 08:06:29,16,-30555187.0,0.0037944584236910997,True,False,1.8961557845187318,1
1145,TX001146,AC00143,189.08,2023-03-13 16:13:13,Debit,Miami,D000641,210.136.14.108,M011,Branch,68,Doctor,238,1,10790.8,2024-11-04 08:08:48,16,-51983735.0,0.017522333823699512,True,False,3.1124248826701852,1
649,TX000650,AC00143,73.88,2023-05-08 17:42:36,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,2024-11-04 08:08:11,17,-47139935.0,0.01821701121126108,True,False,1.7214568447855914,1
58,TX000059,AC00143,386.52,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,48,Engineer,28,1,5630.61,2024-11-04 08:07:09,16,-44380134.0,0.0686462033977736,True,False,2.0230146310998562,1
1894,TX001895,AC00143,447.83,2023-08-15 16:22:06,Credit,Atlanta,D000590,162.151.179.167,M030,Branch,53,Doctor,88,1,13273.08,2024-11-04 08:07:29,16,-38591123.0,0.033739719768328284,True,False,3.160882760302469,1
2224,TX002225,AC00143,281.47,2023-08-18 17:02:15,Debit,Philadelphia,D000469,100.198.165.4,M029,ATM,34,Engineer,142,1,4437.48,2024-11-04 08:11:13,17,-38329738.0,0.0634301448943316,True,False,2.9698689365189668,1
1898,TX001899,AC00144,133.56,2023-01-24 18:43:06,Debit,Atlanta,D000417,162.58.247.55,M071,Online,25,Student,177,1,783.83,2024-11-04 08:06:58,18,-56121832.0,0.17039408838148465,True,False,3.761310191002985,1
1421,TX001422,AC00144,335.48,2023-03-02 16:06:18,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,45,Engineer,155,1,3023.16,2024-11-04 08:06:45,16,-52934427.0,0.11096997806609647,True,False,2.787484584496394,1
2077,TX002078,AC00144,125.83,2023-05-29 17:14:03,Debit,Los Angeles,D000608,113.137.153.101,M001,ATM,57,Retired,138,1,6109.86,2024-11-04 08:11:30,17,-45327447.0,0.020594579874834155,True,False,3.1877139972181836,1
2341,TX002342,AC00144,97.73,2023-05-29 17:55:23,Debit,Sacramento,D000038,135.29.211.116,M018,Branch,69,Doctor,156,1,7885.21,2024-11-04 08:08:27,17,-45324784.0,0.012394089678785868,True,False,2.432208776876849,1
993,TX000994,AC00144,29.91,2023-07-31 16:26:33,Credit,Philadelphia,D000551,113.21.93.28,M034,Online,76,Retired,43,3,2834.84,2024-11-04 08:08:39,16,-39886926.0,0.010550859976044996,True,True,2.268465743790511,1
1875,TX001876,AC00144,132.48,2023-08-09 18:38:49,Debit,Charlotte,D000097,44.197.126.59,M062,Branch,36,Engineer,101,1,9313.05,2024-11-04 08:07:12,18,-39101303.0,0.014225200107134397,True,False,2.363229275653917,1
589,TX000590,AC00144,518.85,2023-10-23 18:37:47,Debit,Kansas City,D000100,73.54.203.165,M038,Online,22,Student,82,1,1806.0,2024-11-04 08:06:37,18,-32621330.0,0.2872923572132206,True,False,1.7550384673271915,1
1408,TX001409,AC00144,469.13,2023-12-04 17:53:57,Credit,San Antonio,D000501,63.191.171.41,M009,ATM,54,Doctor,139,1,1265.28,2024-11-04 08:07:30,17,-28995213.0,0.37077168396898963,True,False,2.753548091215238,1
2197,TX002198,AC00145,515.57,2023-01-02 17:26:34,Debit,Columbus,D000196,147.227.81.224,M027,ATM,27,Engineer,56,1,9269.67,2024-11-04 08:06:54,17,-58027220.0,0.0556190241339562,True,False,1.625655440545045,1
748,TX000749,AC00145,217.61,2023-03-16 17:36:31,Debit,Chicago,D000172,216.32.4.105,M025,ATM,19,Student,45,1,1404.53,2024-11-04 08:10:08,17,-51719617.0,0.15493438976074284,True,False,3.846852008132628,1
2146,TX002147,AC00145,97.63,2023-05-15 16:05:06,Credit,Milwaukee,D000236,101.90.40.193,M023,Online,48,Doctor,127,1,12467.31,2024-11-04 08:11:10,16,-46541164.0,0.00783087930930499,True,False,2.892595504514807,1
544,TX000545,AC00145,377.12,2023-08-14 17:12:27,Debit,Houston,D000321,112.56.160.202,M049,ATM,34,Engineer,61,1,836.67,2024-11-04 08:11:40,17,-38674753.0,0.45073923469540883,True,False,2.2336565892556064,1
400,TX000401,AC00145,194.85,2023-09-12 16:50:21,Debit,Jacksonville,D000601,148.234.210.167,M096,Online,23,Student,130,4,319.84,2024-11-04 08:08:01,16,-36170260.0,0.6092108363803516,True,True,2.9625654908554906,1
2326,TX002327,AC00146,35.98,2023-08-17 16:14:47,Credit,Nashville,D000662,216.31.34.238,M004,Branch,40,Doctor,133,1,11147.34,2024-11-04 08:06:59,16,-38418732.0,0.003227675837260121,True,False,2.8226512561266457,1
1796,TX001797,AC00146,1135.8,2023-09-06 16:03:15,Debit,San Diego,D000485,16.131.3.140,M004,ATM,30,Doctor,250,1,13534.3,2024-11-04 08:07:14,16,-36691439.0,0.08392011401851583,True,False,3.047601359730115,1
268,TX000269,AC00147,270.72,2023-07-03 18:01:00,Credit,Washington,D000508,26.240.219.199,M094,Online,26,Engineer,53,1,6263.96,2024-11-04 08:11:05,18,-42300605.0,0.043218666716871336,True,False,2.2270008136882273,1
1214,TX001215,AC00147,50.75,2023-08-14 18:14:23,Debit,Boston,D000642,157.47.114.20,M018,ATM,62,Doctor,185,1,8271.47,2024-11-04 08:07:41,18,-38670798.0,0.006135547845624118,True,False,2.5147089822494357,1
979,TX000980,AC00147,67.15,2023-11-20 17:17:05,Debit,Indianapolis,D000661,191.91.45.159,M001,Online,59,Doctor,14,1,9028.49,2024-11-04 08:10:53,17,-30207228.0,0.007437567071085457,True,False,2.341248157317499,1
482,TX000483,AC00148,366.21,2023-01-12 17:57:06,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,62,Doctor,181,1,10862.99,2024-11-04 08:11:36,17,-57161670.0,0.03371171285832748,True,False,2.6510332328296076,1
486,TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,3740.73,2024-11-04 08:11:35,17,-56819484.0,0.3787201953128929,True,False,2.125454404982631,1
294,TX000295,AC00148,757.41,2023-05-05 16:31:53,Debit,Los Angeles,D000383,125.89.163.224,M048,ATM,22,Student,37,1,9532.42,2024-11-04 08:09:03,16,-47403430.0,0.0794562135538969,True,False,1.835939861581341,1
2163,TX002164,AC00148,319.5,2023-06-09 16:03:24,Credit,Virginia Beach,D000513,54.252.249.33,M081,Branch,29,Engineer,69,1,2366.3,2024-11-04 08:10:45,16,-44381241.0,0.135020918163289,True,False,3.264245162728371,1
460,TX000461,AC00148,8.98,2023-08-21 16:07:13,Debit,Detroit,D000229,188.225.207.71,M063,Online,66,Retired,56,1,4516.76,2024-11-04 08:10:53,16,-38073820.0,0.0019881507939581676,True,False,3.4303441916406148,1
737,TX000738,AC00149,1092.73,2023-01-23 17:24:29,Debit,Columbus,D000688,56.89.80.133,M064,Branch,58,Retired,11,1,1390.98,2024-11-04 08:07:50,17,-56213001.0,0.7855828208487339,True,False,5.212527003817048,0
2285,TX002286,AC00149,69.43,2023-02-06 17:38:53,Debit,Las Vegas,D000472,134.247.5.188,M003,ATM,30,Engineer,162,1,9281.85,2024-11-04 08:08:31,17,-55002578.0,0.00748018982478688,True,False,2.193792216648405,1
92,TX000093,AC00149,230.66,2023-03-27 18:16:04,Debit,Houston,D000526,60.43.160.195,M049,Branch,21,Student,135,1,618.05,2024-11-04 08:10:44,18,-50766880.0,0.3732060452519045,True,False,2.6816786832132617,1
181,TX000182,AC00149,453.54,2023-04-19 16:36:03,Debit,Albuquerque,D000150,223.32.70.156,M017,ATM,58,Doctor,82,1,12046.3,2024-11-04 08:12:06,16,-48785763.0,0.03764973474207871,True,False,2.7041268140215826,1
612,TX000613,AC00149,35.73,2023-06-12 16:48:03,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1,9073.17,2024-11-04 08:11:09,16,-44119386.0,0.00393798418420686,True,False,3.511403968000079,1
2288,TX002289,AC00149,336.01,2023-11-09 18:45:10,Debit,Colorado Springs,D000216,16.250.113.156,M043,Online,63,Doctor,121,4,9938.2,2024-11-04 08:08:51,18,-31152221.0,0.033809945428940905,True,True,1.327098501759355,1
2378,TX002379,AC00150,199.02,2023-01-30 17:36:54,Debit,Memphis,D000535,98.255.160.110,M081,ATM,22,Student,185,1,793.63,2024-11-04 08:08:22,17,-55607488.0,0.25077176706057275,True,False,1.5732641404288825,1
2404,TX002405,AC00150,470.62,2023-02-27 17:52:43,Debit,Tucson,D000642,180.224.54.115,M002,Branch,57,Doctor,127,1,12470.62,2024-11-04 08:06:42,17,-53187239.0,0.03773830007029458,True,False,2.595900150597028,1
584,TX000585,AC00150,992.17,2023-02-27 18:23:11,Debit,San Antonio,D000205,90.111.245.138,M007,ATM,43,Doctor,169,1,6215.96,2024-11-04 08:12:19,18,-53185748.0,0.1596165352421564,True,False,3.111584275830133,1
2451,TX002452,AC00150,195.8,2023-02-28 17:37:48,Debit,Raleigh,D000511,82.75.200.117,M052,Online,39,Doctor,186,1,12027.68,2024-11-04 08:06:59,17,-53101751.0,0.01627911615849514,True,False,2.225678317329434,1
10,TX000011,AC00150,17.78,2023-03-14 16:46:10,Credit,Albuquerque,D000205,213.15.9.253,M073,Online,52,Engineer,59,1,7599.52,2024-11-04 08:06:45,16,-51895235.0,0.0023396214466971316,True,False,3.059031116785043,1
1093,TX001094,AC00150,122.63,2023-04-20 18:39:10,Debit,Milwaukee,D000112,219.193.239.152,M029,Branch,21,Student,153,1,359.06,2024-11-04 08:10:10,18,-48691860.0,0.3415306538870759,True,False,2.7049340225361105,1
607,TX000608,AC00150,32.54,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,2024-11-04 08:07:01,16,-42219686.0,0.021063124507643798,True,True,3.003203841822446,1
1909,TX001910,AC00151,301.47,2023-01-26 16:13:15,Debit,Colorado Springs,D000030,36.13.239.172,M040,Branch,21,Student,291,1,560.73,2024-11-04 08:09:25,16,-55958170.0,0.5376384260225345,True,False,1.9375945642256691,1
1241,TX001242,AC00151,168.11,2023-05-19 16:44:53,Credit,New York,D000050,146.69.70.214,M015,Online,51,Doctor,12,1,10652.13,2024-11-04 08:06:59,16,-46192926.0,0.015781820146973595,True,False,2.1208916297132396,1
1054,TX001055,AC00151,382.07,2023-06-05 17:48:07,Credit,Omaha,D000318,21.97.154.92,M091,Branch,62,Doctor,147,1,10156.09,2024-11-04 08:08:17,17,-44720410.0,0.03761979261938424,True,False,2.8498348623479113,1
1746,TX001747,AC00151,305.18,2023-06-05 17:48:33,Debit,Chicago,D000699,93.146.251.20,M065,Online,58,Retired,216,1,4474.2,2024-11-04 08:08:22,17,-44720389.0,0.06820884165167217,True,False,3.0733756858670005,1
1810,TX001811,AC00152,613.21,2023-03-15 17:45:31,Debit,Tucson,D000614,69.160.14.157,M098,ATM,61,Retired,157,1,3279.12,2024-11-04 08:10:22,17,-51805491.0,0.18700443964537913,True,False,2.8696644317816604,1
